股票代码,股票名称,行业,模型,当前标签,当前分数,风险调整后分数,PE,PB,股息率,ROE,FCF收益率,市值,资金信号,资金来源,金融模型状态,周期归一化状态,normalized PE,normalized FCF收益率,周期字段缺口,周期下一步必查,便宜原因,风险信号,数据缺口
601163.SH,三角轮胎,汽车配件,普通企业,排雷待复核,18.0,18.0,11.10,0.76,3.92%,7.68%,7.14%,108.16亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,经营现金流连续多年弱于净利润；ROE偏低或缺失；存在价值陷阱信号；经营现金流连续弱于净利润；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
601801.SH,皖新传媒,出版业,普通企业,排雷待复核,18.0,18.0,13.87,0.86,3.77%,6.69%,10.05%,103.97亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,营收5年CAGR为负；应收账款增速显著高于收入；ROE偏低或缺失；营收5年CAGR为负；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
002701.SZ,奥瑞金,广告包装,普通企业,排雷待复核,18.0,18.0,13.44,1.13,2.66%,9.73%,16.98%,115.45亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,扣非净利润5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高,未发现基础字段缺失；仍需单股深研补证据链。
601607.SH,上海医药,医药商业,普通企业,排雷待复核,18.0,18.0,10.39,0.78,2.52%,8.04%,6.34%,603.72亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,扣非净利润5年CAGR为负；存货增速显著高于收入；扣非净利润5年CAGR为负；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
300770.SZ,新媒股份,影视音像,普通企业,排雷待复核,18.0,18.0,12.29,2.13,8.07%,20.27%,8.56%,79.01亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；高股息；FCF收益率较高,存货增速显著高于收入；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
000550.SZ,江铃汽车,汽车整车,普通企业,排雷待复核,18.0,18.0,12.88,1.31,3.91%,11.15%,8.41%,157.36亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,应收账款增速显著高于收入；存在价值陷阱信号；资产负债率偏高,未发现基础字段缺失；仍需单股深研补证据链。
600420.SH,国药现代,化学制药,普通企业,排雷待复核,18.0,18.0,15.98,0.82,3.50%,7.00%,12.49%,114.80亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；FCF收益率较高,营收5年CAGR为负；ROE偏低或缺失；营收5年CAGR为负；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
600258.SH,首旅酒店,酒店餐饮,普通企业,排雷待复核,18.0,18.0,17.33,1.19,2.77%,3.28%,19.84%,145.16亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PB；FCF收益率较高,商誉占净资产偏高；商誉/净资产超过20%；ROE偏低或缺失；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
001914.SZ,招商积余,房产服务,普通企业,排雷待复核,18.0,18.0,14.88,0.91,2.56%,7.00%,16.30%,99.47亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,商誉/净资产超过20%；ROE偏低或缺失；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
601877.SH,正泰电器,电气设备,普通企业,排雷待复核,18.0,18.0,12.93,1.31,2.15%,10.49%,35.62%,595.26亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,存货增速显著高于收入；存在价值陷阱信号；资产负债率偏高,未发现基础字段缺失；仍需单股深研补证据链。
601339.SH,百隆东方,纺织,普通企业,排雷待复核,18.0,18.0,15.26,1.18,2.03%,9.79%,8.49%,110.67亿元,弱信号,策略ETF弱信号,非金融企业不适用,非周期模型不适用,,,,,低PB；FCF收益率较高,分红支付率过高；扣非净利润5年CAGR为负；分红支付率超过80%；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高,未发现基础字段缺失；仍需单股深研补证据链。
600380.SH,健康元,化学制药,普通企业,排雷待复核,18.0,18.0,14.07,1.18,1.98%,10.63%,16.89%,184.96亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,ROE下滑；ROE连续下滑；营收5年CAGR为负；营收5年CAGR为负；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
000028.SZ,国药一致,医药商业,普通企业,排雷待复核,18.0,18.0,11.59,0.67,1.60%,7.66%,11.20%,126.95亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,扣非净利润5年CAGR为负；ROE偏低或缺失；扣非净利润5年CAGR为负；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
002758.SZ,浙农股份,批发业,普通企业,排雷待复核,18.0,18.0,7.97,0.83,-,12.79%,40.56%,43.11亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,扣非净利润5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
601598.SH,中国外运,仓储物流,普通企业,排雷待复核,18.0,18.0,10.18,0.99,5.04%,11.07%,3.47%,413.21亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息,ROE下滑；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
600210.SH,紫江企业,广告包装,普通企业,排雷待复核,18.0,18.0,9.27,1.46,4.52%,12.15%,-0.55%,100.71亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息,高股息但FCF覆盖不足；自由现金流为负；FCF对分红覆盖不足；存在价值陷阱信号；FCF对分红覆盖不足,未发现基础字段缺失；仍需单股深研补证据链。
002612.SZ,朗姿股份,服饰,普通企业,排雷待复核,18.0,18.0,5.62,1.60,9.93%,11.14%,6.36%,53.45亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,商誉占净资产偏高；高股息但FCF覆盖不足；商誉/净资产超过20%；FCF对分红覆盖不足；存在价值陷阱信号；FCF对分红覆盖不足,未发现基础字段缺失；仍需单股深研补证据链。
000913.SZ,钱江摩托,摩托车,普通企业,排雷待复核,18.0,18.0,7.60,1.21,8.95%,13.35%,-14.72%,64.70亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息,高股息但FCF覆盖不足；自由现金流为负；FCF对分红覆盖不足；存在价值陷阱信号；FCF对分红覆盖不足,未发现基础字段缺失；仍需单股深研补证据链。
600398.SH,海澜之家,服饰,普通企业,排雷待复核,18.0,18.0,13.00,1.47,6.95%,15.30%,14.30%,283.36亿元,弱信号,策略ETF弱信号,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,ROE下滑；分红支付率过高；ROE连续下滑；扣非净利润5年CAGR为负；分红支付率超过80%；扣非净利润5年CAGR为负；存在价值陷阱信号；分红支付率过高,未发现基础字段缺失；仍需单股深研补证据链。
600742.SH,富维股份,汽车配件,普通企业,排雷待复核,18.0,18.0,13.18,0.69,6.54%,7.11%,8.01%,59.07亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,ROE下滑；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；ROE偏低或缺失；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
002508.SZ,老板电器,家用电器,普通企业,排雷待复核,18.0,18.0,12.60,1.30,6.13%,15.16%,8.75%,154.03亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,ROE下滑；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
600690.SH,海尔智家,家用电器,普通企业,排雷待复核,18.0,18.0,10.51,1.57,5.83%,17.22%,8.72%,1966.49亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,ROE下滑；ROE连续下滑；商誉/净资产超过20%；应收账款增速显著高于收入；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
600612.SH,老凤祥,服饰,普通企业,排雷待复核,18.0,18.0,11.07,1.36,5.74%,17.95%,30.98%,186.96亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,ROE下滑；ROE连续下滑；营收5年CAGR为负；扣非净利润5年CAGR为负；应收账款增速显著高于收入；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
002393.SZ,力生制药,化学制药,普通企业,排雷待复核,18.0,18.0,10.75,0.96,5.21%,5.09%,4.73%,44.40亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,经营现金流连续多年弱于净利润；应收账款增速显著高于收入；ROE偏低或缺失；存在价值陷阱信号；经营现金流连续弱于净利润；ROE偏低，需验证盈利质量和资本回报可持续性,未发现基础字段缺失；仍需单股深研补证据链。
605599.SH,菜百股份,服饰,普通企业,排雷待复核,18.0,18.0,9.87,2.36,5.07%,18.38%,16.30%,119.62亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；高股息；FCF收益率较高,现金流弱于利润；OCF/净利润低于0.8；经营现金流连续多年弱于净利润；存在价值陷阱信号；经营现金流连续弱于净利润,未发现基础字段缺失；仍需单股深研补证据链。
000999.SZ,华润三九,中成药,普通企业,排雷待复核,18.0,18.0,12.66,1.76,4.24%,15.75%,10.38%,408.57亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,商誉占净资产偏高；商誉/净资产超过20%；应收账款增速显著高于收入；存货增速显著高于收入；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
000987.SZ,越秀资本,多元金融,普通企业,排雷待复核,18.0,18.0,9.35,1.17,3.34%,9.42%,3.30%,388.83亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,资产负债率偏高；营收5年CAGR为负；扣非净利润5年CAGR为负；应收账款增速显著高于收入；营收5年CAGR为负；扣非净利润5年CAGR为负；存在价值陷阱信号；资产负债率偏高,未发现基础字段缺失；仍需单股深研补证据链。
603529.SH,爱玛科技,摩托车,普通企业,排雷待复核,18.0,18.0,11.27,1.85,5.55%,24.14%,5.84%,183.30亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；高股息；FCF收益率较高,高股息但FCF覆盖不足；FCF对分红覆盖不足；应收账款增速显著高于收入；存在价值陷阱信号；FCF对分红覆盖不足,未发现基础字段缺失；仍需单股深研补证据链。
603967.SH,中创物流,仓储物流,普通企业,排雷待复核,18.0,18.0,14.33,1.68,5.41%,10.86%,14.16%,41.63亿元,未接入/无明显信号,无,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；高股息；FCF收益率较高,分红支付率过高；营收5年CAGR为负；分红支付率超过80%；应收账款增速显著高于收入；存货增速显著高于收入；营收5年CAGR为负；存在价值陷阱信号；分红支付率过高,未发现基础字段缺失；仍需单股深研补证据链。
600511.SH,国药股份,医药商业,普通企业,排雷待复核,18.0,18.0,10.50,1.11,2.86%,13.34%,9.17%,211.26亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB；FCF收益率较高,ROE下滑；ROE连续下滑；应收账款增速显著高于收入；存货增速显著高于收入；存在价值陷阱信号,未发现基础字段缺失；仍需单股深研补证据链。
000589.SZ,贵州轮胎,汽车配件,普通企业,排雷待复核,18.0,18.0,9.61,0.77,2.85%,8.16%,-9.71%,70.57亿元,宽基ETF被动覆盖,宽基ETF被动覆盖,非金融企业不适用,非周期模型不适用,,,,,低PE；低PB,自由现金流为负；应收账款增速显著高于收入；存货增速显著高于收入；存在价值陷阱信号；FCF对分红覆盖不足,未发现基础字段缺失；仍需单股深研补证据链。
